path	bytes	sha256	what_it_proves
deliverables/halt1b_p_a3/DIGEST.md	6695	153dc17e670da3ba860c9a1629addeca5fcf5a4b8a5128c8e0d4b60a04368d78	Phase 5.5.A-3 executive summary digest with gate claims, metrics, and evidence pointers
deliverables/halt1b_p_a3/data_csv/gate1_download_summary.csv	43908	41be14aaf6f07b914d202338b46ec00d5e37f55680c86bf276952320bb78d161	Gate 1 summary table of 1,154 downloaded daily Bhavcopies with record counts and sizes
deliverables/halt1b_p_a3/data_csv/gate2_spot_check_summary.csv	468	3f13811def440b79f97ac9e1a826d6216423cb43887060b6b83de69b1c8dc5d4	Gate 2 spot-check summary verifying price continuity across 5 reference corporate action events
deliverables/halt1b_p_a3/data_csv/monthly_coverage_comparison.csv	4041	b8f23523a7dd8317d0473ac5e2541e706ae1ac0d0b0dfdc83c920dcd9749ba53	Gate 3 comparative table showing Gate 2c baseline vs Phase A-3 reconstructed coverage for 57 snapshots
deliverables/halt1b_p_a3/data_csv/required_symbols_dates.csv	34044	30661e603dd6498638ea030b20483c2ac1569b3d4ebcb97dd45fceb0a849a4df	Gate 0 manifest of 435 mapped target symbols required across all 57 snapshots
deliverables/halt1b_p_a3/data_csv/snapshot_prerequisite_audit.csv	1911	9cfeb7f23b867a2e228d946601200b07549a03b8646759a17851f86e98e9bdfd	Gate 0 audit of constituent counts and mapping percentages across 57 snapshots
deliverables/halt1b_p_a3/data_csv/window_trading_dates.csv	12707	bbaa4d0777f0dc264fc4ecae5388094212a23ab62c5f236a49c5e6c597f0e758	Gate 0 calendar of 1,154 trading dates covering 2016-01-01 to 2020-09-14
deliverables/halt1b_p_a3/raw/gate0_prerequisites.txt	2058	688ab893d0e5aa71c00f7080a16ddea504600f808b902324619ce658340ffe12	Gate 0 raw stdout: prerequisite universe audit and snapshot derivation
deliverables/halt1b_p_a3/raw/gate1_fetch.txt	2733	bf4b4e9e222e58ec78b81f8abdabf8a32cde6e3d0ee52b6c22b984350ac0a2ba	Gate 1 raw stdout: concurrent Bhavcopy download and raw price bar extraction
deliverables/halt1b_p_a3/raw/gate2_adjustment.txt	2485	8faaa23c75e7ce9e70dcae66b617eb5935a24dd3b17705768c63a4c5f7e1a4ac	Gate 2 raw stdout: corporate action adjustment execution and invariance assertions
deliverables/halt1b_p_a3/raw/gate3_coverage.txt	2316	70f3bc3b8ef36b3216ce78c551b3c6a1c4ded1e70b5f87931eb62b71a82d4d67	Gate 3 raw stdout: joint coverage re-measurement across all 57 snapshots and acceptance ruling
deliverables/halt1b_p_a3/samples/bhav/cm01JUN2018bhav.csv.zip	68916	20312c581d7865a703bf28b7cec811fa8b29e6a1c8d547e18207dc5795d7e7e9	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm01JUN2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm01MAR2019bhav.csv.zip	68102	e63dbc15c0fb33c3267859f62c7c64ab5a5de3e3648fcdab490ac3e525c2cbf6	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm01MAR2019bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm01SEP2020bhav.csv.zip	70544	f22e9a6397b954067cbeace76a6f791aa8f901d1537188153d47356e86aa1b9c	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm01SEP2020bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm02JAN2018bhav.csv.zip	69476	73976825d277dc7f2d8e3ce6cac4dd8d3e795f296c031acc7a38528fd4700bb7	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm02JAN2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm03SEP2018bhav.csv.zip	70324	e7e1dbf71470e3ed31ddf80121a1d1d09046951eaca0d2a584448f0a6f8089b9	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm03SEP2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm04JAN2016bhav.csv.zip	59858	75871681374cfe0fcb0d53d5ff9c4a4763996a345398c5679edd2111cad5b9fc	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm04JAN2016bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm04JUN2018bhav.csv.zip	68678	ace21d955f2d3c3d36205cace8aa43a3a2bc129ceb9fff467ea5d69c7ecb0cda	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm04JUN2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm04OCT2016bhav.csv.zip	62329	8d7f94249a2b985a882375928189c5282a3945bf440117def4a5d453bbff57c6	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm04OCT2016bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm04SEP2018bhav.csv.zip	69390	862e79b563b4e7c92204fcf8b6df35e9f77059a9af0a8c10ced353f2e411e320	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm04SEP2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm05MAR2019bhav.csv.zip	70280	cd73956f2934e4395afd6b7849845b8bd4b6fffcdb1f3e28fca8a54f46d648f3	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm05MAR2019bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm05OCT2016bhav.csv.zip	62843	79735ada4f59df83d8604d01cf1e08d771f60f0f31dac1683c74306e56b90acc	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm05OCT2016bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm05SEP2017bhav.csv.zip	64931	de460f59d65fb2f768e78fa857d0d6710d37f54fdc260b8a283cf782b2bd6f8f	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm05SEP2017bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm05SEP2018bhav.csv.zip	69409	685eef3509e4391be93087a2225d5afe08de116d470d4ee1f85657df0f267378	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm05SEP2018bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm06MAR2019bhav.csv.zip	70179	cce82e86f2388e48dde19ea8d742c20e233553e74a64c9cf5b4af16af2b136e4	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm06MAR2019bhav.csv.zip)
deliverables/halt1b_p_a3/samples/bhav/cm06OCT2016bhav.csv.zip	63149	2cf284637eb8e695a98fe08d615ec13002d0fc148a95961a5f9cc872f03b5cd1	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm06OCT2016bhav.csv.zip)
