path	bytes	sha256	what_it_proves
deliverables/halt1b_p_a2/DIGEST.md	4710	8a1e162e6d6c034d702de2cf21589f2054fe037e425af572d01091e5bbd2c1dc	Artifact supporting Phase 5.5.A-2 execution
deliverables/halt1b_p_a2/data_csv/ca_calendar.csv	35541	3e3fe43da0e5900c5c9216e688ce15ecc568ac49e507f690b33afc6c8fe17d5e	Full CSV export of CA calendar containing all 214 splits and bonuses across 2016-2020
deliverables/halt1b_p_a2/data_csv/gate4_test_bars.csv	5519	6d3193acd1dad85e68a48f300c408720af699625b9e71ff185d53cd6c77c2342	Raw and adjusted OHLCV bars across 11-day windows for 5 unit-tested corporate actions
deliverables/halt1b_p_a2/data_csv/gate4_unit_test_summary.csv	539	7ead5409a473cc9a9d09b36f35bc4cfe53ed880f89f37784d3759225c1c2e4f4	Summary table proving raw step drop and adjusted continuity (<30% move) for 5 events
deliverables/halt1b_p_a2/data_csv/nifty500_ca_coverage.csv	7266	c3dac85097f30c41762842303d47ce94c6dbf8f2935e921503fbaf28a4cd9696	Cross-check coverage table for 456 NIFTY500 union members (79 with CA, 377 without)
deliverables/halt1b_p_a2/raw/ca_calendar_parsed_debug.csv	43662	cd221264cb12a9f28bd2dbb63988af7876ec31ef661cbbf67b752c59657eba25	Debug export of all parsed corporate actions including original NSE subject strings
deliverables/halt1b_p_a2/raw/gate0_discovery.txt	3908	933f4e3cbff04ac3ae87a0cdf8e7e5756a7ab49bf7243bf98f3fb99059d4cc26	Gate 0 raw stdout: 9 candidate endpoint probes, HTTP status, reachability, and exit decision
deliverables/halt1b_p_a2/raw/gate1_fetch.txt	5741	edc6e441d70faaae197854bf7231db8b82fc1915bc72899181f744c88baeac23	Gate 1 raw stdout: 5 slice fetches (9,473 raw records) and 55 Bhavcopy zip downloads
deliverables/halt1b_p_a2/raw/gate2_sanity.txt	3600	3970bd1bd099af44964457862f3d0208bbb9daff9e6099f5b98ae120ff9aca4b	Gate 2 raw stdout: schema assertion, monotonic sort, zero dups, and 3 hand-verified events
deliverables/halt1b_p_a2/raw/gate3_smoke_test.txt	241	1ce80e5cd9f54fabda71f6a68c62229080999c34906f61e896fe7361cb425fc9	Gate 3 raw stdout: smoke test execution on 5-bar series verifying zero return jump across event
deliverables/halt1b_p_a2/raw/gate4_unit_test.txt	15213	c324eff10dcc90835c1238c6efd67a5127773ca9c5b79c91c1982b57aeacaf38	Gate 4 raw stdout: unit test execution on 5 real events proving step drop and continuity
deliverables/halt1b_p_a2/samples/bhav/cm01JUN2018bhav.csv.zip	68916	20312c581d7865a703bf28b7cec811fa8b29e6a1c8d547e18207dc5795d7e7e9	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm01JUN2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm01MAR2019bhav.csv.zip	68102	e63dbc15c0fb33c3267859f62c7c64ab5a5de3e3648fcdab490ac3e525c2cbf6	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm01MAR2019bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm01SEP2017bhav.csv.zip	64647	932857230298581bad0bca5a6924f70e05c5a7fec97954833cdd02537358e099	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm01SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm03SEP2018bhav.csv.zip	70324	e7e1dbf71470e3ed31ddf80121a1d1d09046951eaca0d2a584448f0a6f8089b9	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm03SEP2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm04JUN2018bhav.csv.zip	68678	ace21d955f2d3c3d36205cace8aa43a3a2bc129ceb9fff467ea5d69c7ecb0cda	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm04JUN2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm04SEP2017bhav.csv.zip	65481	c9bbbd9ef877d8e3a310801636f8702596a3a4f4173e4f9d1fdc49fdbecc489a	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm04SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm04SEP2018bhav.csv.zip	69390	862e79b563b4e7c92204fcf8b6df35e9f77059a9af0a8c10ced353f2e411e320	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm04SEP2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm05JUN2018bhav.csv.zip	68770	9a0bea78fe2f8c38c26ef224f72937aadf01fb3489c36dd479de5f9a9dc108a8	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm05JUN2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm05MAR2019bhav.csv.zip	70280	cd73956f2934e4395afd6b7849845b8bd4b6fffcdb1f3e28fca8a54f46d648f3	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm05MAR2019bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm05SEP2017bhav.csv.zip	64931	de460f59d65fb2f768e78fa857d0d6710d37f54fdc260b8a283cf782b2bd6f8f	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm05SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm05SEP2018bhav.csv.zip	69409	685eef3509e4391be93087a2225d5afe08de116d470d4ee1f85657df0f267378	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm05SEP2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm06JUN2018bhav.csv.zip	68448	9b790621a5c497a8c18697baf4f327736d039e08c2d389344b69fa1d5bb8026a	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm06JUN2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm06MAR2019bhav.csv.zip	70179	cce82e86f2388e48dde19ea8d742c20e233553e74a64c9cf5b4af16af2b136e4	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm06MAR2019bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm06SEP2017bhav.csv.zip	65090	b1b21c5c63e8df850dfcbe48fc33f81464ce242e493003462f6b491eb56394bb	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm06SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm06SEP2018bhav.csv.zip	68568	f631ffa6c05d2f0918ae6074bd4cf886b44ace68c535791e5b8b00cd68eb128d	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm06SEP2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm07JUN2018bhav.csv.zip	68401	92904bca00928b588bc5090bbae7850c700ff5149b25e9a77d43d1c35c4e0058	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm07JUN2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm07MAR2019bhav.csv.zip	68776	1d9f056408202bce7d5d0047970bfe9689e24ecd6fa0a41016b49a56d0559a58	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm07MAR2019bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm07SEP2017bhav.csv.zip	65538	90de686d2082617a8e1892460df5dd5ce5f3013c303fb156677ffaacee339316	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm07SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm07SEP2018bhav.csv.zip	69610	fdad7799d78ece24479008144e53e7d2f9c1f8ea455652620640091db2588939	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm07SEP2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm08MAR2019bhav.csv.zip	68424	e895ab7483783bf47fca3820161a48c0d98c7e410591171d85026502d155ccf3	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm08MAR2019bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm08SEP2017bhav.csv.zip	65161	0406b75a63c53b2462ba32a1bfbe71aff36c4f5c258a621672fb7e7062c70ee3	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm08SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm10FEB2016bhav.csv.zip	58483	9b73db48707854402106779c33c465365a8e2604c5ef49ca3c3e8ea54d22a5fa	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm10FEB2016bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm10SEP2018bhav.csv.zip	69239	e93a4f254cebf515978e2d1723d4f8b2caa1aacb842b1e2789dab07cd10ec915	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm10SEP2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm11FEB2016bhav.csv.zip	58940	a57cd3db7ffdde18248a8178ce5e79ac851b76fbdce100fae73a69ac85907c41	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm11FEB2016bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm11MAR2019bhav.csv.zip	69418	f89f6951401c38ff2e4ab2ee56ec543282b32346dbddd5bd395f164b7a0b089d	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm11MAR2019bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm11SEP2017bhav.csv.zip	65604	e93f3352995a1b7bec21aa915a8132e8066e7af4a4a9324ec934e87a250271b5	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm11SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm11SEP2018bhav.csv.zip	69424	61da35e672a541c0bda88ca44109b3d12f78383e3438b41ab9efd5fdee897a47	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm11SEP2018bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm12FEB2016bhav.csv.zip	59160	e152be4334016460969d40e0ceb4ddc9834d2f05a60cda90624c902b28363f3a	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm12FEB2016bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm12MAR2019bhav.csv.zip	69797	d6c527edc644c6a7179031e08085ab256777794a14dab86410eaa08b84a543d0	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm12MAR2019bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm12SEP2017bhav.csv.zip	65646	fd1a32c08b88e2373544c55ce12d9dc45849948fdc163684d52e75a20ebde9a9	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm12SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm13MAR2019bhav.csv.zip	69142	797c8239d46f760b27270ac4f581aa03e5940ae521c4c472486c753005436e91	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm13MAR2019bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm13SEP2017bhav.csv.zip	65205	e0fb56df79f0b4025bf523a7a1bd6947377357fc54c9eec332ce7f7124dbc7b0	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm13SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm14SEP2017bhav.csv.zip	64752	05655f8bea15ef7b17f02ec972737931bffb4954a791aa51d64af9dab4a6d05a	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm14SEP2017bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm15FEB2016bhav.csv.zip	58120	6ae590968c0ed31517bf3d623f64e2566651b22132a14a32ad51008e48ac5f2d	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm15FEB2016bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm16FEB2016bhav.csv.zip	57912	03487d168f7a17af8cf25893012c2ada2cf1b7e7db29c885565726fb59bf9f38	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm16FEB2016bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm17FEB2016bhav.csv.zip	57914	c066cf2d106b2b2f465fbb7e2b48ac0bb3fe446f58e341585ccb13c4708c1680	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm17FEB2016bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm18FEB2016bhav.csv.zip	57817	488c8791fdd66d4a6a675085af2367782ca2e9a9dada3fa6ac54ea00d57ffdf2	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm18FEB2016bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm19FEB2016bhav.csv.zip	57025	8769a188fbb65acb59b579f973baa09a048f55a7d7a7761cbd4ce50c0a17127c	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm19FEB2016bhav.csv.zip)
deliverables/halt1b_p_a2/samples/bhav/cm22FEB2016bhav.csv.zip	57306	eb6544918f0b3b4a0676a8a935a9a7708d5899ba5ed280a43fb43376d0c47196	Daily official NSE Bhavcopy zip archive downloaded during Gate 1 (cm22FEB2016bhav.csv.zip)
